Paket No;Uydu Statusu;Hata Kodu;Gonderme Saati;Basinc1;Basinc2;Yukseklik1;Yukseklik2;Irtifa Farki;Inis Hizi;Sicaklik;Pil Gerilimi;Latitude;Longitude;Altitude;Pitch;Roll;Yaw;RHRH;IoT S1 Data;IoT S2 Data;Takim No
295127214;0;;17/05/25,17/22/13;880.80;0.00;-0.05;0.00;0.00;0.74;23.59;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
297107959;0;;17/05/25,17/22/14;880.81;0.00;-0.06;0.00;0.00;-0.37;23.60;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
299093704;0;;17/05/25,17/22/15;880.80;0.00;-0.05;0.00;0.00;0.37;23.60;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
301082298;0;;17/05/25,17/22/16;880.79;0.00;-0.03;0.00;0.00;1.58;23.60;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
303068466;0;;17/05/25,17/22/17;880.81;0.00;-0.06;0.00;0.00;0.37;23.60;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
305052293;0;;17/05/25,17/22/18;880.82;0.00;-0.08;0.00;0.00;0.47;23.61;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
307038610;0;;17/05/25,17/22/19;880.84;0.00;-0.11;0.00;0.00;-1.95;23.61;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
309019885;0;;17/05/25,17/22/20;880.78;0.00;-0.02;0.00;0.00;1.95;23.62;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
311009063;0;;17/05/25,17/22/21;880.80;0.00;-0.05;0.00;0.00;-0.74;23.62;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
312995592;0;;17/05/25,17/22/22;880.79;0.00;-0.03;0.00;0.00;0.37;23.62;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
314977036;0;;17/05/25,17/22/23;880.80;0.00;-0.05;0.00;0.00;0.00;23.62;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
316965927;0;;17/05/25,17/22/24;880.81;0.00;-0.06;0.00;0.00;-0.37;23.62;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
318949871;0;;17/05/25,17/22/25;880.80;0.00;-0.05;0.00;0.00;0.37;23.62;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
320933444;0;;17/05/25,17/22/26;880.85;0.00;-0.13;0.00;0.00;-1.21;23.62;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
322916901;0;;17/05/25,17/22/27;880.83;0.00;-0.10;0.00;0.00;0.37;23.62;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
324905315;0;;17/05/25,17/22/28;880.82;0.00;-0.08;0.00;0.00;-1.12;23.63;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
326888465;0;;17/05/25,17/22/29;880.81;0.00;-0.06;0.00;0.00;0.37;23.63;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
328871540;0;;17/05/25,17/22/30;880.80;0.00;-0.05;0.00;0.00;1.21;23.63;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
330857020;0;;17/05/25,17/22/31;880.83;0.00;-0.10;0.00;0.00;1.12;23.62;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
332839958;0;;17/05/25,17/22/32;880.83;0.00;-0.10;0.00;0.00;0.00;23.63;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
334825226;0;;17/05/25,17/22/33;880.81;0.00;-0.06;0.00;0.00;1.21;23.62;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
336807761;0;;17/05/25,17/22/34;880.79;0.00;-0.03;0.00;0.00;-0.37;23.63;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
338795275;0;;17/05/25,17/22/35;880.80;0.00;-0.05;0.00;0.00;-1.49;23.63;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
340780141;0;;17/05/25,17/22/36;880.76;0.00;0.02;0.00;0.00;0.00;23.63;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
342765038;0;;17/05/25,17/22/37;880.76;0.00;0.02;0.00;0.00;-0.84;23.63;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.37;;1903.19;0.00;613581
344747647;0;;17/05/25,17/22/38;880.76;0.00;0.02;0.00;0.00;0.37;23.63;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
346732693;0;;17/05/25,17/22/39;880.78;0.00;-0.02;0.00;0.00;0.37;23.64;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
348717971;0;;17/05/25,17/22/40;880.78;0.00;-0.02;0.00;0.00;0.74;23.64;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
350703250;0;;17/05/25,17/22/41;880.78;0.00;-0.02;0.00;0.00;-0.37;23.64;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
352691124;0;;17/05/25,17/22/42;880.79;0.00;-0.03;0.00;0.00;0.37;23.64;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
354671509;0;;17/05/25,17/22/43;880.78;0.00;-0.02;0.00;0.00;1.12;23.65;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
356657010;0;;17/05/25,17/22/44;880.79;0.00;-0.03;0.00;0.00;0.00;23.65;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
358645333;0;;17/05/25,17/22/45;880.79;0.00;-0.03;0.00;0.00;0.00;23.65;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
360628583;0;;17/05/25,17/22/46;880.79;0.00;-0.03;0.00;0.00;0.00;23.66;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
362609258;0;;17/05/25,17/22/47;880.81;0.00;-0.06;0.00;0.00;-1.12;23.66;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
364595304;0;;17/05/25,17/22/48;880.79;0.00;-0.03;0.00;0.00;1.12;23.66;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
366578861;0;;17/05/25,17/22/49;880.81;0.00;-0.06;0.00;0.00;-0.37;23.66;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
368562460;0;;17/05/25,17/22/50;880.79;0.00;-0.03;0.00;0.00;0.00;23.65;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
370548490;0;;17/05/25,17/22/51;880.80;0.00;-0.05;0.00;0.00;-0.74;23.65;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
372532052;0;;17/05/25,17/22/52;880.80;0.00;-0.05;0.00;0.00;-0.74;23.65;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
374515889;0;;17/05/25,17/22/53;880.77;0.00;0.00;0.00;0.00;1.49;23.65;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
376504800;0;;17/05/25,17/22/54;880.77;0.00;0.00;0.00;0.00;0.00;23.66;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
378488690;0;;17/05/25,17/22/55;880.77;0.00;0.00;0.00;0.00;0.74;23.65;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
380472908;0;;17/05/25,17/22/56;880.81;0.00;-0.06;0.00;0.00;-1.12;23.66;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
382457211;0;;17/05/25,17/22/57;880.79;0.00;-0.03;0.00;0.00;-0.74;23.67;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
384441838;0;;17/05/25,17/22/58;880.77;0.00;0.00;0.00;0.00;1.86;23.68;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
386421295;0;;17/05/25,17/22/59;880.79;0.00;-0.03;0.00;0.00;-0.74;23.68;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
388408644;0;;17/05/25,17/23/00;880.79;0.00;-0.03;0.00;0.00;0.00;23.68;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
390391354;0;;17/05/25,17/23/01;880.78;0.00;-0.02;0.00;0.00;0.37;23.68;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
392369233;0;;17/05/25,17/23/02;880.82;0.00;-0.08;0.00;0.00;-1.12;23.69;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
394357626;0;;17/05/25,17/23/03;880.82;0.00;-0.08;0.00;0.00;1.21;23.70;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
396338323;0;;17/05/25,17/23/04;880.83;0.00;-0.10;0.00;0.00;0.37;23.70;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
398324168;0;;17/05/25,17/23/05;880.82;0.00;-0.08;0.00;0.00;0.47;23.71;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
400309949;0;;17/05/25,17/23/06;880.79;0.00;-0.03;0.00;0.00;2.33;23.72;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
402293188;0;;17/05/25,17/23/07;880.80;0.00;-0.05;0.00;0.00;0.74;23.72;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
404276512;0;;17/05/25,17/23/08;880.77;0.00;0.00;0.00;0.00;0.74;23.72;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
406262537;0;;17/05/25,17/23/09;880.80;0.00;-0.05;0.00;0.00;-0.74;23.73;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
408248805;0;;17/05/25,17/23/10;880.82;0.00;-0.08;0.00;0.00;-0.37;23.74;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
410230308;0;;17/05/25,17/23/11;880.84;0.00;-0.11;0.00;0.00;-0.84;23.75;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
412219691;0;;17/05/25,17/23/12;880.81;0.00;-0.06;0.00;0.00;0.37;23.75;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
414201691;0;;17/05/25,17/23/13;880.80;0.00;-0.05;0.00;0.00;1.21;23.74;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
416188881;0;;17/05/25,17/23/14;880.80;0.00;-0.05;0.00;0.00;0.00;23.74;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
418171103;0;;17/05/25,17/23/15;880.80;0.00;-0.05;0.00;0.00;-0.37;23.75;0.00;0.000000;0.000000;0.00;359.94;-2.44;-3.31;;1903.19;0.00;613581
420178614;0;;17/05/25,17/23/22;880.77;0.00;0.06;0.00;0.00;0.38;23.76;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
422158292;0;;17/05/25,17/23/23;880.78;0.00;0.05;0.00;0.00;0.38;23.76;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
424140163;0;;17/05/25,17/23/24;880.79;0.00;0.03;0.00;0.00;-1.14;23.77;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
426121932;0;;17/05/25,17/23/25;880.81;0.00;0.00;0.00;0.00;-1.52;23.77;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
428106066;0;;17/05/25,17/23/26;880.75;0.00;0.09;0.00;0.00;0.76;23.77;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
430090031;0;;17/05/25,17/23/27;880.76;0.00;0.08;0.00;0.00;1.14;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
432071210;0;;17/05/25,17/23/28;880.75;0.00;0.09;0.00;0.00;0.38;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
434057303;0;;17/05/25,17/23/29;880.80;0.00;0.02;0.00;0.00;-0.76;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
436040620;0;;17/05/25,17/23/30;880.81;0.00;0.00;0.00;0.00;-0.76;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
438023885;0;;17/05/25,17/23/31;880.79;0.00;0.03;0.00;0.00;0.00;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
440006514;0;;17/05/25,17/23/32;880.78;0.00;0.05;0.00;0.00;0.38;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
441988751;0;;17/05/25,17/23/33;880.80;0.00;0.02;0.00;0.00;-1.52;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
443973624;0;;17/05/25,17/23/34;880.77;0.00;0.06;0.00;0.00;1.14;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
445955732;0;;17/05/25,17/23/35;880.80;0.00;0.02;0.00;0.00;-0.38;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
447940170;0;;17/05/25,17/23/36;880.82;0.00;-0.02;0.00;0.00;-0.76;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
449921934;0;;17/05/25,17/23/37;880.81;0.00;0.00;0.00;0.00;0.00;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
451906118;0;;17/05/25,17/23/38;880.80;0.00;0.02;0.00;0.00;0.38;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
453887454;0;;17/05/25,17/23/39;880.83;0.00;-0.04;0.00;0.00;-1.24;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
455868673;0;;17/05/25,17/23/40;880.82;0.00;-0.02;0.00;0.00;-0.38;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
457852582;0;;17/05/25,17/23/41;880.79;0.00;0.03;0.00;0.00;1.62;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
459836162;0;;17/05/25,17/23/42;880.80;0.00;0.02;0.00;0.00;0.76;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
461820153;0;;17/05/25,17/23/43;880.82;0.00;-0.02;0.00;0.00;0.00;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
463801772;0;;17/05/25,17/23/44;880.83;0.00;-0.04;0.00;0.00;-0.86;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
465783376;0;;17/05/25,17/23/45;880.83;0.00;-0.04;0.00;0.00;-0.48;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
467764816;0;;17/05/25,17/23/46;880.82;0.00;-0.02;0.00;0.00;0.48;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
469746181;0;;17/05/25,17/23/47;880.82;0.00;-0.02;0.00;0.00;0.00;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
471709923;0;;17/05/25,17/23/48;880.87;0.00;-0.10;0.00;0.00;-2.00;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
473691436;0;;17/05/25,17/23/49;880.84;0.00;-0.05;0.00;0.00;-0.38;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
475675511;0;;17/05/25,17/23/50;880.82;0.00;-0.02;0.00;0.00;0.86;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
477657013;0;;17/05/25,17/23/51;880.84;0.00;-0.05;0.00;0.00;0.38;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
479638377;0;;17/05/25,17/23/52;880.81;0.00;0.00;0.00;0.00;1.24;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
481619613;0;;17/05/25,17/23/53;880.79;0.00;0.03;0.00;0.00;1.14;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
483603147;0;;17/05/25,17/23/54;880.81;0.00;0.00;0.00;0.00;0.86;23.78;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
485589191;0;;17/05/25,17/23/55;880.84;0.00;-0.05;0.00;0.00;-0.86;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
487572576;0;;17/05/25,17/23/56;880.83;0.00;-0.04;0.00;0.00;-0.48;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
489558333;0;;17/05/25,17/23/57;880.83;0.00;-0.04;0.00;0.00;-0.48;23.79;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
491541347;0;;17/05/25,17/23/58;880.83;0.00;-0.04;0.00;0.00;-1.24;23.80;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
493524349;0;;17/05/25,17/23/59;880.81;0.00;0.00;0.00;0.00;1.24;23.80;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
495507573;0;;17/05/25,17/24/00;880.80;0.00;0.02;0.00;0.00;0.00;23.81;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
497493032;0;;17/05/25,17/24/01;880.85;0.00;-0.07;0.00;0.00;-2.00;23.81;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
499478692;0;;17/05/25,17/24/02;880.84;0.00;-0.05;0.00;0.00;-1.24;23.82;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
501461874;0;;17/05/25,17/24/03;880.80;0.00;0.02;0.00;0.00;0.38;23.82;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
503447723;0;;17/05/25,17/24/04;880.84;0.00;-0.05;0.00;0.00;0.00;23.82;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
505430893;0;;17/05/25,17/24/05;880.84;0.00;-0.05;0.00;0.00;0.00;23.82;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
507414029;0;;17/05/25,17/24/06;880.81;0.00;0.00;0.00;0.00;1.24;23.83;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
509399899;0;;17/05/25,17/24/07;880.82;0.00;-0.02;0.00;0.00;0.48;23.82;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
511383322;0;;17/05/25,17/24/08;880.86;0.00;-0.08;0.00;0.00;0.38;23.83;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
513369377;0;;17/05/25,17/24/09;880.83;0.00;-0.04;0.00;0.00;0.38;23.83;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
515352912;0;;17/05/25,17/24/10;880.84;0.00;-0.05;0.00;0.00;0.00;23.84;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
517336503;0;;17/05/25,17/24/11;880.83;0.00;-0.04;0.00;0.00;0.76;23.83;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
519322610;0;;17/05/25,17/24/12;880.81;0.00;0.00;0.00;0.00;0.38;23.84;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
521303824;0;;17/05/25,17/24/13;880.82;0.00;-0.02;0.00;0.00;0.86;23.84;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
523287653;0;;17/05/25,17/24/14;880.80;0.00;0.02;0.00;0.00;0.38;23.85;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
525263835;0;;17/05/25,17/24/15;880.78;0.00;0.05;0.00;0.00;0.38;23.86;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
527245105;0;;17/05/25,17/24/16;880.81;0.00;0.00;0.00;0.00;-0.38;23.86;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
529231136;0;;17/05/25,17/24/17;880.78;0.00;0.05;0.00;0.00;0.00;23.85;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
531212105;0;;17/05/25,17/24/18;880.79;0.00;0.03;0.00;0.00;-0.38;23.86;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
533198104;0;;17/05/25,17/24/19;880.77;0.00;0.06;0.00;0.00;0.00;23.86;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
535179176;0;;17/05/25,17/24/20;880.77;0.00;0.06;0.00;0.00;-0.38;23.86;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
537162669;0;;17/05/25,17/24/21;880.78;0.00;0.05;0.00;0.00;1.14;23.87;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
539148507;0;;17/05/25,17/24/22;880.80;0.00;0.02;0.00;0.00;-0.38;23.87;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
541132051;0;;17/05/25,17/24/23;880.79;0.00;0.03;0.00;0.00;0.00;23.87;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
543115653;0;;17/05/25,17/24/24;880.77;0.00;0.06;0.00;0.00;1.14;23.87;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
545097094;0;;17/05/25,17/24/25;880.79;0.00;0.03;0.00;0.00;0.38;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
547081014;0;;17/05/25,17/24/26;880.79;0.00;0.03;0.00;0.00;0.76;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
549062444;0;;17/05/25,17/24/27;880.79;0.00;0.03;0.00;0.00;-0.38;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
551044001;0;;17/05/25,17/24/28;880.81;0.00;0.00;0.00;0.00;-0.38;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
553027877;0;;17/05/25,17/24/29;880.79;0.00;0.03;0.00;0.00;-0.38;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
555009460;0;;17/05/25,17/24/30;880.79;0.00;0.03;0.00;0.00;-0.76;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
556990942;0;;17/05/25,17/24/31;880.75;0.00;0.09;0.00;0.00;0.38;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
558972328;0;;17/05/25,17/24/32;880.78;0.00;0.05;0.00;0.00;0.00;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
560953777;0;;17/05/25,17/24/33;880.76;0.00;0.08;0.00;0.00;1.14;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
562937486;0;;17/05/25,17/24/34;880.77;0.00;0.06;0.00;0.00;1.91;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
564920930;0;;17/05/25,17/24/35;880.77;0.00;0.06;0.00;0.00;0.00;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
566906704;0;;17/05/25,17/24/36;880.79;0.00;0.03;0.00;0.00;0.00;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
568889656;0;;17/05/25,17/24/37;880.78;0.00;0.05;0.00;0.00;-0.76;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
570875021;0;;17/05/25,17/24/38;880.78;0.00;0.05;0.00;0.00;-0.76;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
572860438;0;;17/05/25,17/24/39;880.77;0.00;0.06;0.00;0.00;0.76;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
574843166;0;;17/05/25,17/24/40;880.79;0.00;0.03;0.00;0.00;0.76;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
576828297;0;;17/05/25,17/24/41;880.77;0.00;0.06;0.00;0.00;0.00;23.88;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
578806013;0;;17/05/25,17/24/42;880.80;0.00;0.02;0.00;0.00;0.76;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
580788696;0;;17/05/25,17/24/43;880.80;0.00;0.02;0.00;0.00;0.00;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
582771517;0;;17/05/25,17/24/44;880.80;0.00;0.02;0.00;0.00;-1.14;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
584754105;0;;17/05/25,17/24/45;880.79;0.00;0.03;0.00;0.00;0.00;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
586739276;0;;17/05/25,17/24/46;880.78;0.00;0.05;0.00;0.00;0.38;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
588719501;0;;17/05/25,17/24/47;880.79;0.00;0.03;0.00;0.00;0.38;23.89;0.00;0.000000;0.000000;0.00;359.94;-2.50;-3.31;;1903.19;0.00;613581
